contig	length	depth_mapped	gc	maxbin	metabat
k99_112909	1067	156	40	maxbin_2	metabat_unbinned
k99_106012	1067	24	44	maxbin_2	metabat_unbinned
k99_10454	1067	30	34	maxbin_2	metabat_unbinned
k99_87113	1066	74	42	maxbin_2	metabat_unbinned
k99_76823	1066	23	42	maxbin_2	metabat_unbinned
k99_62445	1066	93	34	maxbin_2	metabat_unbinned
k99_6012	1066	31	36	maxbin_2	metabat_unbinned
k99_57212	1066	71	44	maxbin_2	metabat_unbinned
k99_44639	1066	236	31	maxbin_2	metabat_unbinned
k99_44137	1066	942	38	maxbin_2	metabat_unbinned
k99_40045	1066	17	38	maxbin_2	metabat_unbinned
k99_40036	1066	213	38	maxbin_2	metabat_unbinned
k99_38351	1066	43	32	maxbin_2	metabat_unbinned
k99_21015	1066	605	36	maxbin_2	metabat_unbinned
k99_19225	1066	18	36	maxbin_2	metabat_unbinned
k99_1848	1066	37	38	maxbin_2	metabat_unbinned
k99_14663	1066	25	36	maxbin_2	metabat_unbinned
k99_12509	1066	29	41	maxbin_2	metabat_unbinned
k99_101400	1066	58	36	maxbin_2	metabat_unbinned
k99_91103	1065	37	37	maxbin_2	metabat_unbinned
k99_82603	1065	31	33	maxbin_2	metabat_unbinned
k99_78899	1065	19	37	maxbin_2	metabat_unbinned
k99_77145	1065	75	37	maxbin_2	metabat_unbinned
k99_64948	1065	47	36	maxbin_2	metabat_unbinned
k99_52197	1065	25	34	maxbin_2	metabat_unbinned
k99_33085	1065	27	40	maxbin_2	metabat_unbinned
k99_17709	1065	145	35	maxbin_2	metabat_unbinned
k99_13233	1065	38	35	maxbin_noclass	metabat_unbinned
k99_127625	1065	36	41	maxbin_2	metabat_unbinned
k99_122591	1065	888	35	maxbin_2	metabat_unbinned
k99_11796	1065	17	36	maxbin_2	metabat_unbinned
k99_11418	1065	55	35	maxbin_2	metabat_unbinned
k99_106099	1065	24	36	maxbin_2	metabat_unbinned
k99_103583	1065	19	40	maxbin_2	metabat_unbinned
k99_62171	1064	20	39	maxbin_2	metabat_unbinned
k99_21934	1064	94	34	maxbin_2	metabat_unbinned
k99_14175	1064	19	38	maxbin_2	metabat_unbinned
k99_123459	1064	728	40	maxbin_2	metabat_unbinned
k99_110187	1064	20	42	maxbin_2	metabat_unbinned
k99_95906	1063	40	37	maxbin_2	metabat_unbinned
k99_80228	1063	84	37	maxbin_2	metabat_unbinned
k99_61341	1063	52	35	maxbin_2	metabat_unbinned
k99_39469	1063	47	41	maxbin_2	metabat_unbinned
k99_35440	1063	19	40	maxbin_2	metabat_unbinned
k99_32865	1063	115	38	maxbin_2	metabat_unbinned
k99_25782	1063	29	36	maxbin_2	metabat_unbinned
k99_21827	1063	102	37	maxbin_2	metabat_unbinned
k99_20954	1063	15	43	maxbin_2	metabat_unbinned
k99_18009	1063	18	39	maxbin_2	metabat_unbinned
k99_17663	1063	59	37	maxbin_2	metabat_unbinned
k99_127077	1063	28	41	maxbin_2	metabat_unbinned
k99_117953	1063	38	38	maxbin_2	metabat_unbinned
k99_114505	1063	33	38	maxbin_2	metabat_unbinned
k99_93072	1062	117	38	maxbin_2	metabat_unbinned
k99_90559	1062	30	34	maxbin_2	metabat_unbinned
k99_75963	1062	80	41	maxbin_2	metabat_unbinned
k99_72511	1062	223	37	maxbin_2	metabat_unbinned
k99_64654	1062	645	36	maxbin_2	metabat_unbinned
k99_55567	1062	22	57	maxbin_1	metabat_unbinned
k99_55126	1062	25	35	maxbin_2	metabat_unbinned
k99_50742	1062	150	37	maxbin_2	metabat_unbinned
k99_48937	1062	71	38	maxbin_2	metabat_unbinned
k99_4373	1062	99	40	maxbin_2	metabat_unbinned
k99_39572	1062	44	39	maxbin_2	metabat_unbinned
k99_22034	1062	141	38	maxbin_2	metabat_unbinned
k99_13220	1062	54	39	maxbin_2	metabat_unbinned
k99_105801	1062	41	34	maxbin_2	metabat_unbinned
k99_99461	1061	119	31	maxbin_2	metabat_unbinned
k99_99316	1061	27	38	maxbin_2	metabat_unbinned
k99_64021	1061	27	36	maxbin_2	metabat_unbinned
k99_57805	1061	18	35	maxbin_2	metabat_unbinned
k99_39287	1061	58	37	maxbin_2	metabat_unbinned
k99_122337	1061	19	32	maxbin_2	metabat_unbinned
k99_112569	1061	24	36	maxbin_noclass	metabat_unbinned
k99_105019	1061	26	37	maxbin_2	metabat_unbinned
k99_97423	1060	61	30	maxbin_noclass	metabat_unbinned
k99_92250	1060	180	37	maxbin_2	metabat_unbinned
k99_82785	1060	22	35	maxbin_2	metabat_unbinned
k99_73206	1060	21	36	maxbin_2	metabat_unbinned
k99_71376	1060	30	40	maxbin_2	metabat_unbinned
k99_46847	1060	833	38	maxbin_2	metabat_unbinned
k99_46684	1060	22	36	maxbin_2	metabat_unbinned
k99_17962	1060	159	38	maxbin_2	metabat_unbinned
k99_126799	1060	28	38	maxbin_2	metabat_unbinned
k99_123441	1060	138	40	maxbin_2	metabat_unbinned
k99_122425	1060	37	38	maxbin_2	metabat_unbinned
k99_122355	1060	56	40	maxbin_2	metabat_unbinned
k99_121020	1060	17	51	maxbin_1	metabat_unbinned
k99_111521	1060	121	36	maxbin_2	metabat_unbinned
k99_11094	1060	25	37	maxbin_2	metabat_unbinned
k99_107261	1060	62	32	maxbin_2	metabat_unbinned
k99_10127	1060	42	34	maxbin_2	metabat_unbinned
k99_93652	1059	24	35	maxbin_2	metabat_unbinned
k99_93166	1059	36	40	maxbin_noclass	metabat_unbinned
k99_89895	1059	38	38	maxbin_2	metabat_unbinned
k99_65645	1059	85	35	maxbin_2	metabat_unbinned
k99_64388	1059	42	32	maxbin_2	metabat_unbinned
k99_63770	1059	43	37	maxbin_2	metabat_unbinned
k99_53751	1059	17	40	maxbin_2	metabat_unbinned
k99_3401	1059	41	38	maxbin_2	metabat_unbinned
k99_29038	1059	76	38	maxbin_2	metabat_unbinned
k99_20813	1059	44	32	maxbin_2	metabat_unbinned
k99_20352	1059	125	34	maxbin_2	metabat_unbinned
k99_117971	1059	111	36	maxbin_2	metabat_unbinned
k99_109518	1059	60	40	maxbin_2	metabat_unbinned
k99_109093	1059	22	37	maxbin_2	metabat_unbinned
k99_8976	1058	203	35	maxbin_2	metabat_unbinned
k99_89364	1058	92	35	maxbin_2	metabat_unbinned
k99_56844	1058	25	35	maxbin_2	metabat_unbinned
k99_45558	1058	39	49	maxbin_1	metabat_unbinned
k99_3907	1058	93	39	maxbin_2	metabat_unbinned
k99_28711	1058	45	46	maxbin_1	metabat_unbinned
k99_28124	1058	23	33	maxbin_2	metabat_unbinned
k99_27823	1058	15	60	maxbin_noclass	metabat_unbinned
k99_26880	1058	196	36	maxbin_2	metabat_unbinned
k99_15253	1058	107	32	maxbin_2	metabat_unbinned
k99_119961	1058	400	35	maxbin_2	metabat_unbinned
k99_113241	1058	13	41	maxbin_2	metabat_unbinned
k99_112845	1058	22	36	maxbin_2	metabat_unbinned
k99_109092	1058	60	35	maxbin_2	metabat_unbinned
k99_108896	1058	34	38	maxbin_2	metabat_unbinned
k99_76186	1057	114	51	maxbin_2	metabat_unbinned
k99_58177	1057	30	47	maxbin_1	metabat_unbinned
k99_57811	1057	20	45	maxbin_2	metabat_unbinned
k99_35307	1057	23	32	maxbin_2	metabat_unbinned
k99_14922	1057	79	43	maxbin_2	metabat_unbinned
k99_14640	1057	24	36	maxbin_2	metabat_unbinned
k99_12920	1057	48	37	maxbin_2	metabat_unbinned
k99_125838	1057	13	62	maxbin_noclass	metabat_unbinned
k99_125187	1057	16	32	maxbin_2	metabat_unbinned
k99_124114	1057	17	45	maxbin_noclass	metabat_unbinned
k99_121840	1057	49	37	maxbin_2	metabat_unbinned
k99_116332	1057	28	36	maxbin_2	metabat_unbinned
k99_79606	1056	151	40	maxbin_2	metabat_unbinned
k99_78555	1056	59	40	maxbin_2	metabat_unbinned
k99_71811	1056	17	34	maxbin_2	metabat_unbinned
k99_70472	1056	21	36	maxbin_2	metabat_unbinned
k99_67476	1056	16	39	maxbin_2	metabat_unbinned
k99_5150	1056	207	33	maxbin_2	metabat_unbinned
k99_43060	1056	24	37	maxbin_2	metabat_unbinned
k99_3746	1056	127	38	maxbin_2	metabat_unbinned
k99_34132	1056	16	35	maxbin_2	metabat_unbinned
k99_3094	1056	88	38	maxbin_2	metabat_unbinned
k99_27227	1056	71	32	maxbin_2	metabat_unbinned
k99_21731	1056	31	38	maxbin_2	metabat_unbinned
k99_119046	1056	44	33	maxbin_2	metabat_unbinned
k99_115041	1056	24	34	maxbin_2	metabat_unbinned
k99_100156	1056	25	41	maxbin_2	metabat_unbinned
k99_88243	1055	56	38	maxbin_2	metabat_unbinned
k99_73007	1055	34	41	maxbin_2	metabat_unbinned
k99_53813	1055	21	32	maxbin_noclass	metabat_unbinned
k99_53384	1055	73	35	maxbin_2	metabat_unbinned
k99_47373	1055	649	50	maxbin_noclass	metabat_unbinned
k99_41953	1055	125	38	maxbin_2	metabat_unbinned
k99_4101	1055	191	37	maxbin_2	metabat_unbinned
k99_38384	1055	50	38	maxbin_2	metabat_unbinned
k99_33266	1055	21	42	maxbin_2	metabat_unbinned
k99_30463	1055	75	36	maxbin_2	metabat_unbinned
k99_12964	1055	23	35	maxbin_2	metabat_unbinned
k99_89334	1054	52	34	maxbin_2	metabat_unbinned
k99_66570	1054	114	35	maxbin_2	metabat_unbinned
k99_55773	1054	43	35	maxbin_2	metabat_unbinned
k99_53241	1054	30	36	maxbin_2	metabat_unbinned
k99_4855	1054	63	36	maxbin_2	metabat_unbinned
k99_4693	1054	173	39	maxbin_2	metabat_unbinned
k99_46379	1054	33	41	maxbin_2	metabat_unbinned
k99_37015	1054	181	40	maxbin_2	metabat_unbinned
k99_35242	1054	21	35	maxbin_2	metabat_unbinned
k99_30393	1054	206	38	maxbin_2	metabat_unbinned
k99_28127	1054	35	38	maxbin_2	metabat_unbinned
k99_17166	1054	20	35	maxbin_2	metabat_unbinned
k99_16493	1054	29	37	maxbin_2	metabat_unbinned
k99_123590	1054	733	46	maxbin_1	metabat_unbinned
k99_112227	1054	21	38	maxbin_2	metabat_unbinned
k99_106205	1054	18	38	maxbin_2	metabat_unbinned
k99_7822	1053	22	59	maxbin_noclass	metabat_unbinned
k99_6311	1053	30	35	maxbin_2	metabat_unbinned
k99_35656	1053	71	39	maxbin_2	metabat_unbinned
k99_28915	1053	58	39	maxbin_2	metabat_unbinned
k99_26437	1053	21	37	maxbin_2	metabat_unbinned
k99_23671	1053	59	37	maxbin_2	metabat_unbinned
k99_2057	1053	104	37	maxbin_2	metabat_unbinned
k99_17245	1053	268	36	maxbin_2	metabat_unbinned
k99_13680	1053	22	34	maxbin_2	metabat_unbinned
k99_116254	1053	56	36	maxbin_2	metabat_unbinned
k99_111354	1053	370	35	maxbin_2	metabat_unbinned
k99_103251	1053	25	36	maxbin_2	metabat_unbinned
k99_88983	1052	51	33	maxbin_2	metabat_unbinned
k99_88042	1052	25	37	maxbin_2	metabat_unbinned
k99_85084	1052	20	39	maxbin_2	metabat_unbinned
k99_82361	1052	30	35	maxbin_2	metabat_unbinned
k99_61712	1052	35	34	maxbin_2	metabat_unbinned
k99_55427	1052	60	35	maxbin_2	metabat_unbinned
k99_49481	1052	33	46	maxbin_1	metabat_unbinned
k99_33278	1052	18	41	maxbin_2	metabat_unbinned
k99_28255	1052	20	37	maxbin_2	metabat_unbinned
k99_22497	1052	646	33	maxbin_2	metabat_unbinned
k99_21421	1052	56	33	maxbin_2	metabat_unbinned
k99_118921	1052	57	36	maxbin_2	metabat_unbinned
k99_10909	1052	224	37	maxbin_2	metabat_unbinned
k99_103131	1052	16	34	maxbin_2	metabat_unbinned
k99_77995	1051	17	38	maxbin_2	metabat_unbinned
k99_72377	1051	26	35	maxbin_2	metabat_unbinned
k99_7057	1051	72	35	maxbin_noclass	metabat_unbinned
k99_6120	1051	61	40	maxbin_2	metabat_unbinned
k99_60184	1051	25	35	maxbin_2	metabat_unbinned
k99_25724	1051	233	35	maxbin_2	metabat_unbinned
k99_16232	1051	99	34	maxbin_2	metabat_unbinned
k99_13136	1051	30	38	maxbin_2	metabat_unbinned
k99_122444	1051	20	36	maxbin_2	metabat_unbinned
k99_121749	1051	69	40	maxbin_2	metabat_unbinned
k99_117691	1051	18	39	maxbin_2	metabat_unbinned
k99_114876	1051	73	36	maxbin_2	metabat_unbinned
k99_108276	1051	21	32	maxbin_2	metabat_unbinned
k99_106729	1051	17	33	maxbin_2	metabat_unbinned
k99_95241	1050	31	35	maxbin_2	metabat_unbinned
k99_71786	1050	49	38	maxbin_2	metabat_unbinned
k99_59473	1050	22	36	maxbin_2	metabat_unbinned
k99_43193	1050	23	42	maxbin_2	metabat_unbinned
k99_4144	1050	44	35	maxbin_2	metabat_unbinned
k99_3892	1050	2361	37	maxbin_noclass	metabat_unbinned
k99_37568	1050	34	49	maxbin_1	metabat_unbinned
k99_37489	1050	23	33	maxbin_2	metabat_unbinned
k99_34878	1050	18	36	maxbin_2	metabat_unbinned
k99_27210	1050	121	37	maxbin_2	metabat_unbinned
k99_23572	1050	26	39	maxbin_2	metabat_unbinned
k99_114895	1050	15	43	maxbin_2	metabat_unbinned
k99_10425	1050	22	38	maxbin_2	metabat_unbinned
k99_96331	1049	506	41	maxbin_2	metabat_unbinned
k99_94438	1049	21	35	maxbin_2	metabat_unbinned
k99_91404	1049	25	38	maxbin_2	metabat_unbinned
k99_85999	1049	221	38	maxbin_2	metabat_unbinned
k99_72815	1049	21	32	maxbin_2	metabat_unbinned
k99_60574	1049	16	43	maxbin_2	metabat_unbinned
k99_49376	1049	34	34	maxbin_2	metabat_unbinned
k99_48739	1049	27	33	maxbin_2	metabat_unbinned
k99_48152	1049	28	40	maxbin_2	metabat_unbinned
k99_45001	1049	13	33	maxbin_2	metabat_unbinned
k99_44129	1049	31	36	maxbin_2	metabat_unbinned
k99_39426	1049	52	36	maxbin_2	metabat_unbinned
k99_3171	1049	24	36	maxbin_2	metabat_unbinned
k99_25698	1049	152	36	maxbin_2	metabat_unbinned
k99_2163	1049	78	38	maxbin_2	metabat_unbinned
k99_19035	1049	80	41	maxbin_2	metabat_unbinned
k99_15487	1049	193	38	maxbin_2	metabat_unbinned
k99_12676	1049	92	36	maxbin_2	metabat_unbinned
k99_118615	1049	22	38	maxbin_2	metabat_unbinned
k99_108031	1049	22	32	maxbin_2	metabat_unbinned
k99_64260	1048	17	39	maxbin_2	metabat_unbinned
k99_26493	1048	16	36	maxbin_2	metabat_unbinned
k99_1490	1048	24	40	maxbin_2	metabat_unbinned
k99_13631	1048	18	33	maxbin_2	metabat_unbinned
k99_124775	1048	19	35	maxbin_2	metabat_unbinned
k99_115758	1048	18	39	maxbin_2	metabat_unbinned
k99_110383	1048	21	41	maxbin_2	metabat_unbinned
k99_98502	1047	52	43	maxbin_2	metabat_unbinned
k99_96550	1047	26	36	maxbin_2	metabat_unbinned
k99_90815	1047	16	38	maxbin_2	metabat_unbinned
k99_8166	1047	38	35	maxbin_2	metabat_unbinned
k99_79995	1047	59	40	maxbin_2	metabat_unbinned
k99_57342	1047	22	37	maxbin_2	metabat_unbinned
k99_54353	1047	24	38	maxbin_2	metabat_unbinned
k99_46977	1047	22	35	maxbin_2	metabat_unbinned
k99_27139	1047	81	36	maxbin_2	metabat_unbinned
k99_9533	1046	59	45	maxbin_1	metabat_unbinned
k99_93813	1046	62	39	maxbin_2	metabat_unbinned
k99_84510	1046	36	46	maxbin_1	metabat_unbinned
k99_8310	1046	22	39	maxbin_2	metabat_unbinned
k99_58898	1046	212	38	maxbin_2	metabat_unbinned
k99_55896	1046	42	34	maxbin_2	metabat_unbinned
k99_54968	1046	57	36	maxbin_2	metabat_unbinned
k99_50871	1046	18	32	maxbin_2	metabat_unbinned
k99_50251	1046	26	35	maxbin_2	metabat_unbinned
k99_47805	1046	112	39	maxbin_2	metabat_unbinned
k99_42657	1046	101	39	maxbin_2	metabat_unbinned
k99_124258	1046	30	51	maxbin_1	metabat_unbinned
k99_11500	1046	39	37	maxbin_2	metabat_unbinned
k99_111668	1046	81	45	maxbin_1	metabat_unbinned
k99_108368	1046	19	41	maxbin_2	metabat_unbinned
k99_10677	1046	37	46	maxbin_1	metabat_unbinned
k99_103731	1046	80	30	maxbin_2	metabat_unbinned
k99_98308	1045	52	39	maxbin_2	metabat_unbinned
k99_93723	1045	43	40	maxbin_2	metabat_unbinned
k99_78232	1045	136	36	maxbin_2	metabat_unbinned
k99_67173	1045	18	34	maxbin_2	metabat_unbinned
k99_57322	1045	18	34	maxbin_2	metabat_unbinned
k99_39120	1045	32	36	maxbin_2	metabat_unbinned
k99_25187	1045	21	38	maxbin_noclass	metabat_unbinned
k99_15667	1045	28	46	maxbin_1	metabat_unbinned
k99_88585	1044	34	39	maxbin_2	metabat_unbinned
k99_86764	1044	53	37	maxbin_2	metabat_unbinned
k99_85278	1044	39	34	maxbin_2	metabat_unbinned
k99_82946	1044	26	34	maxbin_2	metabat_unbinned
k99_79782	1044	23	36	maxbin_2	metabat_unbinned
k99_76778	1044	183	37	maxbin_2	metabat_unbinned
k99_76643	1044	23	36	maxbin_2	metabat_unbinned
k99_7408	1044	28	42	maxbin_2	metabat_unbinned
k99_67821	1044	188	37	maxbin_2	metabat_unbinned
k99_62937	1044	141	41	maxbin_2	metabat_unbinned
k99_59574	1044	26	36	maxbin_2	metabat_unbinned
k99_45119	1044	43	38	maxbin_2	metabat_unbinned
k99_36848	1044	329	38	maxbin_2	metabat_unbinned
k99_33629	1044	19	33	maxbin_2	metabat_unbinned
k99_23678	1044	24	39	maxbin_2	metabat_unbinned
k99_22306	1044	40	40	maxbin_2	metabat_unbinned
k99_19652	1044	121	37	maxbin_2	metabat_unbinned
k99_1401	1044	70	34	maxbin_2	metabat_unbinned
k99_127078	1044	38	38	maxbin_2	metabat_unbinned
k99_126853	1044	41	37	maxbin_2	metabat_unbinned
k99_117426	1044	77	38	maxbin_2	metabat_unbinned
k99_116530	1044	21	39	maxbin_2	metabat_unbinned
k99_109393	1044	192	40	maxbin_2	metabat_unbinned
k99_97384	1043	22	38	maxbin_2	metabat_unbinned
k99_92041	1043	173	37	maxbin_2	metabat_unbinned
k99_89417	1043	17	38	maxbin_2	metabat_unbinned
k99_79147	1043	863	46	maxbin_1	metabat_unbinned
k99_64925	1043	24	39	maxbin_2	metabat_unbinned
k99_33664	1043	17	31	maxbin_2	metabat_unbinned
k99_119692	1043	18	36	maxbin_2	metabat_unbinned
k99_110334	1043	28	34	maxbin_2	metabat_unbinned
k99_106914	1043	57	35	maxbin_2	metabat_unbinned
k99_98207	1042	28	35	maxbin_2	metabat_unbinned
k99_91543	1042	25	49	maxbin_1	metabat_unbinned
k99_88852	1042	32	44	maxbin_2	metabat_unbinned
k99_77255	1042	17	37	maxbin_2	metabat_unbinned
k99_75973	1042	51	38	maxbin_2	metabat_unbinned
k99_69902	1042	181	36	maxbin_2	metabat_unbinned
k99_50804	1042	37	45	maxbin_2	metabat_unbinned
k99_47209	1042	29	36	maxbin_2	metabat_unbinned
k99_37415	1042	103	42	maxbin_2	metabat_unbinned
k99_24238	1042	18	36	maxbin_2	metabat_unbinned
k99_1695	1042	135	38	maxbin_2	metabat_unbinned
k99_126867	1042	31	34	maxbin_noclass	metabat_unbinned
k99_12194	1042	45	39	maxbin_2	metabat_unbinned
k99_116751	1042	28	35	maxbin_2	metabat_unbinned
k99_111492	1042	67	34	maxbin_2	metabat_unbinned
k99_102935	1042	19	31	maxbin_2	metabat_unbinned
k99_79506	1041	27	32	maxbin_2	metabat_unbinned
k99_43477	1041	102	34	maxbin_2	metabat_unbinned
k99_34262	1041	24	38	maxbin_2	metabat_unbinned
k99_282	1041	20	36	maxbin_2	metabat_unbinned
k99_18997	1041	14	41	maxbin_2	metabat_unbinned
k99_122672	1041	32	37	maxbin_2	metabat_unbinned
k99_119517	1041	23	36	maxbin_2	metabat_unbinned
k99_11628	1041	21	40	maxbin_2	metabat_unbinned
k99_108312	1041	269	34	maxbin_2	metabat_unbinned
k99_107236	1041	78	32	maxbin_noclass	metabat_unbinned
k99_88984	1040	27	36	maxbin_2	metabat_unbinned
k99_76981	1040	47	39	maxbin_2	metabat_unbinned
k99_71488	1040	32	37	maxbin_2	metabat_unbinned
k99_67868	1040	47	38	maxbin_2	metabat_unbinned
k99_66879	1040	31	34	maxbin_2	metabat_unbinned
k99_63788	1040	30	39	maxbin_2	metabat_unbinned
k99_41427	1040	33	36	maxbin_2	metabat_unbinned
k99_31205	1040	18	40	maxbin_2	metabat_unbinned
k99_107576	1040	336	43	maxbin_2	metabat_unbinned
k99_105055	1040	20	35	maxbin_2	metabat_unbinned
k99_100601	1040	31	36	maxbin_2	metabat_unbinned
k99_74631	1039	77	36	maxbin_2	metabat_unbinned
k99_74415	1039	68	45	maxbin_2	metabat_unbinned
k99_61505	1039	75	39	maxbin_2	metabat_unbinned
k99_44445	1039	146	35	maxbin_2	metabat_unbinned
k99_120610	1039	14	35	maxbin_2	metabat_unbinned
k99_117947	1039	25	33	maxbin_2	metabat_unbinned
k99_10894	1039	24	36	maxbin_2	metabat_unbinned
k99_106163	1039	20	38	maxbin_2	metabat_unbinned
k99_99700	1038	37	34	maxbin_2	metabat_unbinned
k99_93333	1038	20	36	maxbin_2	metabat_unbinned
k99_92812	1038	15	41	maxbin_2	metabat_unbinned
k99_85100	1038	20	31	maxbin_2	metabat_unbinned
k99_61540	1038	16	31	maxbin_2	metabat_unbinned
k99_52928	1038	148	38	maxbin_2	metabat_unbinned
k99_37845	1038	882	47	maxbin_1	metabat_unbinned
k99_31564	1038	40	37	maxbin_2	metabat_unbinned
k99_24553	1038	53	43	maxbin_1	metabat_unbinned
k99_24325	1038	158	37	maxbin_2	metabat_unbinned
k99_115450	1038	138	33	maxbin_2	metabat_unbinned
k99_115121	1038	19	33	maxbin_2	metabat_unbinned
k99_95027	1037	31	36	maxbin_2	metabat_unbinned
k99_94437	1037	48	37	maxbin_2	metabat_unbinned
k99_80902	1037	94	37	maxbin_2	metabat_unbinned
k99_73329	1037	27	40	maxbin_2	metabat_unbinned
k99_73290	1037	43	40	maxbin_noclass	metabat_unbinned
k99_70370	1037	21	34	maxbin_2	metabat_unbinned
k99_58047	1037	31	45	maxbin_1	metabat_unbinned
k99_5421	1037	18	45	maxbin_1	metabat_unbinned
k99_47909	1037	18	40	maxbin_2	metabat_unbinned
k99_33682	1037	26	33	maxbin_2	metabat_unbinned
k99_15669	1037	43	50	maxbin_1	metabat_unbinned
k99_112967	1037	18	34	maxbin_2	metabat_unbinned
k99_10359	1037	28	36	maxbin_2	metabat_unbinned
k99_103344	1037	29	36	maxbin_2	metabat_unbinned
k99_103171	1037	22	34	maxbin_2	metabat_unbinned
k99_89406	1036	19	36	maxbin_2	metabat_unbinned
k99_87371	1036	18	37	maxbin_2	metabat_unbinned
k99_71266	1036	24	37	maxbin_2	metabat_unbinned
k99_63740	1036	24	36	maxbin_2	metabat_unbinned
k99_57953	1036	226	34	maxbin_2	metabat_unbinned
k99_5547	1036	96	38	maxbin_2	metabat_unbinned
k99_48210	1036	16	34	maxbin_2	metabat_unbinned
k99_44521	1036	44	40	maxbin_2	metabat_unbinned
k99_35404	1036	29	37	maxbin_2	metabat_unbinned
k99_31392	1036	23	44	maxbin_2	metabat_unbinned
k99_18869	1036	27	41	maxbin_2	metabat_unbinned
k99_17670	1036	241	38	maxbin_2	metabat_unbinned
k99_110286	1036	108	38	maxbin_2	metabat_unbinned
k99_5697	1035	62	38	maxbin_2	metabat_unbinned
k99_50921	1035	210	39	maxbin_2	metabat_unbinned
k99_43605	1035	63	31	maxbin_noclass	metabat_unbinned
k99_39084	1035	23	43	maxbin_2	metabat_unbinned
k99_3484	1035	21	32	maxbin_2	metabat_unbinned
k99_23717	1035	2737	36	maxbin_2	metabat_unbinned
k99_115996	1035	147	32	maxbin_2	metabat_unbinned
k99_11392	1035	37	36	maxbin_2	metabat_unbinned
k99_83769	1034	26	35	maxbin_2	metabat_unbinned
k99_67275	1034	18	34	maxbin_2	metabat_unbinned
k99_57948	1034	19	34	maxbin_noclass	metabat_unbinned
k99_49468	1034	84	36	maxbin_2	metabat_unbinned
k99_47120	1034	48	38	maxbin_2	metabat_unbinned
k99_46879	1034	22	35	maxbin_2	metabat_unbinned
k99_45857	1034	92	39	maxbin_2	metabat_unbinned
k99_18104	1034	23	41	maxbin_2	metabat_unbinned
k99_15800	1034	71	35	maxbin_2	metabat_unbinned
k99_14082	1034	17	37	maxbin_2	metabat_unbinned
k99_116184	1034	20	39	maxbin_2	metabat_unbinned
k99_110606	1034	53	40	maxbin_2	metabat_unbinned
k99_100455	1034	19	36	maxbin_2	metabat_unbinned
k99_93428	1033	443	38	maxbin_2	metabat_unbinned
k99_9176	1033	15	40	maxbin_2	metabat_unbinned
k99_90746	1033	22	44	maxbin_2	metabat_unbinned
k99_72411	1033	93	35	maxbin_2	metabat_unbinned
k99_63647	1033	22	39	maxbin_2	metabat_unbinned
k99_47227	1033	28	41	maxbin_2	metabat_unbinned
k99_46788	1033	24	36	maxbin_2	metabat_unbinned
k99_44777	1033	57	36	maxbin_2	metabat_unbinned
k99_3062	1033	43	37	maxbin_2	metabat_unbinned
k99_24583	1033	16	35	maxbin_2	metabat_unbinned
k99_127394	1033	26	37	maxbin_2	metabat_unbinned
k99_119231	1033	181	38	maxbin_2	metabat_unbinned
k99_103669	1033	26	33	maxbin_2	metabat_unbinned
k99_95835	1032	19	41	maxbin_2	metabat_unbinned
k99_94128	1032	30	40	maxbin_2	metabat_unbinned
k99_94059	1032	253	41	maxbin_2	metabat_unbinned
k99_93345	1032	88	40	maxbin_2	metabat_unbinned
k99_72075	1032	25	38	maxbin_2	metabat_unbinned
k99_66956	1032	22	33	maxbin_2	metabat_unbinned
k99_63755	1032	63	33	maxbin_2	metabat_unbinned
k99_6183	1032	22	41	maxbin_2	metabat_unbinned
k99_53369	1032	129	39	maxbin_2	metabat_unbinned
k99_45669	1032	49	44	maxbin_2	metabat_unbinned
k99_33895	1032	39	37	maxbin_2	metabat_unbinned
k99_24428	1032	18	33	maxbin_2	metabat_unbinned
k99_123319	1032	114	41	maxbin_2	metabat_unbinned
k99_11954	1032	53	38	maxbin_2	metabat_unbinned
k99_107147	1032	28	41	maxbin_2	metabat_unbinned
k99_106849	1032	34	37	maxbin_2	metabat_unbinned
k99_105576	1032	135	37	maxbin_2	metabat_unbinned
k99_92391	1031	25	36	maxbin_2	metabat_unbinned
k99_88972	1031	304	43	maxbin_2	metabat_unbinned
k99_84670	1031	20	36	maxbin_2	metabat_unbinned
k99_7540	1031	30	43	maxbin_2	metabat_unbinned
k99_74031	1031	32	39	maxbin_2	metabat_unbinned
k99_65758	1031	93	42	maxbin_2	metabat_unbinned
k99_65350	1031	21	36	maxbin_2	metabat_unbinned
k99_50791	1031	29	33	maxbin_2	metabat_unbinned
k99_47419	1031	40	37	maxbin_2	metabat_unbinned
k99_45417	1031	40	50	maxbin_1	metabat_unbinned
k99_23506	1031	29	33	maxbin_2	metabat_unbinned
k99_22363	1031	20	35	maxbin_2	metabat_unbinned
k99_20294	1031	107	39	maxbin_2	metabat_unbinned
k99_13208	1031	226	32	maxbin_2	metabat_unbinned
k99_110487	1031	23	41	maxbin_2	metabat_unbinned
k99_77608	1030	23	39	maxbin_2	metabat_unbinned
k99_74982	1030	160	34	maxbin_2	metabat_unbinned
k99_6203	1030	37	36	maxbin_2	metabat_unbinned
k99_54911	1030	64	41	maxbin_2	metabat_unbinned
k99_46863	1030	414	36	maxbin_2	metabat_unbinned
k99_46422	1030	50	37	maxbin_2	metabat_unbinned
k99_38042	1030	50	35	maxbin_2	metabat_unbinned
k99_23569	1030	25	41	maxbin_2	metabat_unbinned
